species,file,row_index,common_name,collection,author,duration_s,n_clips,fold
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0543.wav,543,Rufous-tailed Jacamar,XC,Victor Vanegas,4.048,1,3
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0544.wav,544,Rufous-tailed Jacamar,iNat,Helio Lourencini,17.738,3,4
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0545.wav,545,Rufous-tailed Jacamar,XC,Max Noack,50.822,10,0
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0546.wav,546,Rufous-tailed Jacamar,XC,Niels Krabbe,24.518,4,1
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0547.wav,547,Rufous-tailed Jacamar,XC,Jerome Fischer,5.766,1,2
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0548.wav,548,Rufous-tailed Jacamar,XC,Tulio Dornas,12.006,2,3
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0549.wav,549,Rufous-tailed Jacamar,XC,Olaf Jahn,22.838,4,4
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0550.wav,550,Rufous-tailed Jacamar,XC,GABRIEL LEITE,9.354,1,0
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0551.wav,551,Rufous-tailed Jacamar,XC,Dante Buzzetti,65.234,13,1
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0552.wav,552,Rufous-tailed Jacamar,XC,Marcelo Jordani Feliti,75.85,15,2
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0553.wav,553,Rufous-tailed Jacamar,XC,GABRIEL LEITE,34.368,6,3
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0554.wav,554,Rufous-tailed Jacamar,XC,Fernando Igor de Godoy,21.006,4,4
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0555.wav,555,Rufous-tailed Jacamar,XC,Antonio Silveira,45.894,9,0
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0556.wav,556,Rufous-tailed Jacamar,XC,Roney Assis Souza,16.418,3,1
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0557.wav,557,Rufous-tailed Jacamar,XC,Bernabe Lopez-Lanus,11.442,2,2
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0558.wav,558,Rufous-tailed Jacamar,iNat,Ricardo Gagliardi,19.066,3,3
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0559.wav,559,Rufous-tailed Jacamar,XC,Oscar Humberto Marín Gómez &amp; Natalia Perez Amaya,79.474,15,4
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0560.wav,560,Saffron Finch,XC,Cristian Rodas,3.294,1,0
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0561.wav,561,Saffron Finch,XC,Jeremy Minns,20.906,4,1
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0562.wav,562,Saffron Finch,iNat,Pedro Henrique Maloso Ramos,38.646,7,2
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0563.wav,563,Saffron Finch,iNat,Unknown,14.738,2,3
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0564.wav,564,Saffron Finch,XC,JAYRSON ARAUJO DE OLIVEIRA,70.358,14,4
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0565.wav,565,Saffron Finch,iNat,Unknown,15.036,3,0
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0566.wav,566,Saffron Finch,iNat,Unknown,61.188,12,1
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0567.wav,567,Saffron Finch,XC,Sabrina Andrea Rendon Anaya,12.366,2,2
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0568.wav,568,Saffron Finch,iNat,Unknown,22.27,4,3
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0569.wav,569,Saffron Finch,XC,Pedro Rinaldi,157.086,31,4
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0570.wav,570,Saffron Finch,XC, Guillermo Treboux,60.19,12,0
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0571.wav,571,Saffron Finch,XC,JAYRSON ARAUJO DE OLIVEIRA,16.422,3,1
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0572.wav,572,Saffron Finch,iNat,Yuri Tedéo,43.426,8,2
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0573.wav,573,Saffron Finch,iNat,Jesser Oliveira,24.938,4,3
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0574.wav,574,Saffron Finch,XC,Dan Lane,14.474,2,4
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0575.wav,575,Saffron Finch,iNat,Patricia Mees,8.722,1,0
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0576.wav,576,Saffron Finch,iNat,Moses Michelsohn,11.482,2,1
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0577.wav,577,Saffron Finch,XC,Jeremy Minns,35.766,7,2
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0578.wav,578,Saffron Finch,iNat,Kellen Apuna,10.582,2,3
saffin,/scratch/pdoshi/audio_comp/birdclef_audio/saffin_0579.wav,579,Saffron Finch,XC,Cristopher Rodríguez-Moreira,19.006,3,4
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0580.wav,580,Smooth-billed Ani,XC,Kent Livezey,5.594,1,0
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0581.wav,581,Smooth-billed Ani,XC,Yoann Blanchon,34.35,6,1
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0582.wav,582,Smooth-billed Ani,iNat,David Jeffrey Ringer,15.094,3,2
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0583.wav,583,Smooth-billed Ani,iNat,Hubert Szczygieł,12.842,2,3
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0584.wav,584,Smooth-billed Ani,XC,Albert Lastukhin,10.296,2,4
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0585.wav,585,Smooth-billed Ani,iNat,Unknown,6.178,1,0
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0586.wav,586,Smooth-billed Ani,XC,Breno Dias Vitorino,9.772,1,1
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0587.wav,587,Smooth-billed Ani,XC,Sjoerd Mayer,8.39,1,2
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0588.wav,588,Smooth-billed Ani,XC,Luisa,11.602,2,3
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0589.wav,589,Smooth-billed Ani,XC,John V. Moore,29.454,5,4
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0590.wav,590,Smooth-billed Ani,iNat,Luke Padon,5.23,1,0
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0591.wav,591,Smooth-billed Ani,iNat,Unknown,9.846,1,1
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0592.wav,592,Smooth-billed Ani,XC,Jarrod Swackhamer,2.246,1,2
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0593.wav,593,Smooth-billed Ani,XC,Wim Jacobs,20.116,4,3
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0594.wav,594,Smooth-billed Ani,iNat,Wayne Fidler,15.98,3,4
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0595.wav,595,Smooth-billed Ani,XC,Alberto Lobato,5.338,1,0
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0596.wav,596,Smooth-billed Ani,iNat,Eduardo Luis Beltrocco,18.368,3,1
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0597.wav,597,Smooth-billed Ani,XC,JAYRSON ARAUJO DE OLIVEIRA,10.398,2,2
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0598.wav,598,Smooth-billed Ani,XC,Paul Marvin,121.314,24,3
smbani,/scratch/pdoshi/audio_comp/birdclef_audio/smbani_0599.wav,599,Smooth-billed Ani,iNat,Unknown,7.31,1,4
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0600.wav,600,Southern Beardless-Tyrannulet,XC,Mauricio Cuellar Ramirez (@Birding.travel),9.322,1,0
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0601.wav,601,Southern Beardless-Tyrannulet,XC,Guilherme Willrich,70.982,14,1
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0602.wav,602,Southern Beardless-Tyrannulet,iNat,Unknown,4.52,1,2
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0603.wav,603,Southern Beardless-Tyrannulet,XC,Dominic Garcia-Hall,18.578,3,3
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0604.wav,604,Southern Beardless-Tyrannulet,iNat,Edson Luis Fabro Gasperin,22.226,4,4
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0605.wav,605,Southern Beardless-Tyrannulet,XC,Jeremy Minns,19.754,3,0
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0606.wav,606,Southern Beardless-Tyrannulet,XC,Bob Planqué,14.552,2,1
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0607.wav,607,Southern Beardless-Tyrannulet,iNat,Gabriel Celedon,13.981,2,2
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0608.wav,608,Southern Beardless-Tyrannulet,iNat,Camilo Garcia Gonzalez,4.538,1,3
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0609.wav,609,Southern Beardless-Tyrannulet,XC,Nick Athanas,24.034,4,4
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0610.wav,610,Southern Beardless-Tyrannulet,XC,José María Loaiza B.,21.658,4,0
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0611.wav,611,Southern Beardless-Tyrannulet,XC,Jeremy Minns,13.262,2,1
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0612.wav,612,Southern Beardless-Tyrannulet,XC,Fernando Igor de Godoy,10.174,2,2
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0613.wav,613,Southern Beardless-Tyrannulet,XC,Yair Guillermo Molina Martínez.,2.906,1,3
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0614.wav,614,Southern Beardless-Tyrannulet,XC,Andre Vielma,2.554,1,4
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0615.wav,615,Southern Beardless-Tyrannulet,XC,Roney Assis Souza,16.418,3,0
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0616.wav,616,Southern Beardless-Tyrannulet,XC,Cristian Rodas,4.306,1,1
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0617.wav,617,Southern Beardless-Tyrannulet,XC,Breno Vitorino,9.536,1,2
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0618.wav,618,Southern Beardless-Tyrannulet,XC,Carol,30.282,6,3
sobtyr1,/scratch/pdoshi/audio_comp/birdclef_audio/sobtyr1_0619.wav,619,Southern Beardless-Tyrannulet,XC,Carlos S. Rodrigues,26.866,5,4
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0620.wav,620,Social Flycatcher,XC,JAYRSON ARAUJO DE OLIVEIRA,23.134,4,0
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0621.wav,621,Social Flycatcher,XC,Jerome Fischer,43.318,8,1
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0622.wav,622,Social Flycatcher,XC,Patricio Mena Valenzuela,47.914,9,2
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0623.wav,623,Social Flycatcher,XC,Ricardo José Mitidieri,12.33,2,3
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0624.wav,624,Social Flycatcher,XC,JAYRSON ARAUJO DE OLIVEIRA,1.394,1,4
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0625.wav,625,Social Flycatcher,XC,Dante Buzzetti,12.846,2,0
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0626.wav,626,Social Flycatcher,iNat,Unknown,11.726,2,1
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0627.wav,627,Social Flycatcher,XC,Kent Livezey,53.604,10,2
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0628.wav,628,Social Flycatcher,XC,Andre Vielma,1.282,1,3
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0629.wav,629,Social Flycatcher,XC,Eric DeFonso,58.206,11,4
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0630.wav,630,Social Flycatcher,iNat,Efraín Octavio Aguilar Pérez,28.05,5,0
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0631.wav,631,Social Flycatcher,iNat,Henrry,3.584,1,1
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0632.wav,632,Social Flycatcher,XC,Manuel Grosselet,20.626,4,2
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0633.wav,633,Social Flycatcher,iNat,Rodríguez Viky,57.004,11,3
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0634.wav,634,Social Flycatcher,iNat,Rodolfo Salinas Villarreal,22.774,4,4
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0635.wav,635,Social Flycatcher,XC,Niels Krabbe,102.47,20,0
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0636.wav,636,Social Flycatcher,XC,Bernabe Lopez-Lanus,3.55,1,1
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0637.wav,637,Social Flycatcher,iNat,Gustavo Contreras C.,8.05,1,2
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0638.wav,638,Social Flycatcher,iNat,Eliseo Hernandez Hernandez,3.186,1,3
socfly1,/scratch/pdoshi/audio_comp/birdclef_audio/socfly1_0639.wav,639,Social Flycatcher,XC,Mike Nelson,2.938,1,4
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0640.wav,640,Solitary Sandpiper,iNat,Aurelie Belanger,15.514,3,0
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0641.wav,641,Solitary Sandpiper,iNat,Micah Grove,51.422,10,1
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0642.wav,642,Solitary Sandpiper,iNat,Jo Roberts,20.122,4,2
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0643.wav,643,Solitary Sandpiper,XC,Dany Sloan,2.486,1,3
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0644.wav,644,Solitary Sandpiper,XC,Dante Buzzetti,8.014,1,4
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0645.wav,645,Solitary Sandpiper,XC,Niels Krabbe,16.094,3,0
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0646.wav,646,Solitary Sandpiper,XC,Eric DeFonso,81.162,16,1
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0647.wav,647,Solitary Sandpiper,XC,Isain Contreras Rodríguez,4.786,1,2
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0648.wav,648,Solitary Sandpiper,XC,Jerome Fischer,17.098,3,3
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0649.wav,649,Solitary Sandpiper,iNat,Dan MacNeal,46.522,9,4
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0650.wav,650,Solitary Sandpiper,XC,Cin-Ty Lee,6.296,1,0
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0651.wav,651,Solitary Sandpiper,iNat,Unknown,9.79,1,1
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0652.wav,652,Solitary Sandpiper,iNat,Fundación Dodo Colombia,41.402,8,2
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0653.wav,653,Solitary Sandpiper,iNat,John D Reynolds,4.082,1,3
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0654.wav,654,Solitary Sandpiper,XC,Paul Driver,14.114,2,4
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0655.wav,655,Solitary Sandpiper,XC,JAYRSON ARAUJO DE OLIVEIRA,1.752,1,0
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0656.wav,656,Solitary Sandpiper,iNat,Georgia B,6.254,1,1
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0657.wav,657,Solitary Sandpiper,iNat,James Shelton,4.322,1,2
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0658.wav,658,Solitary Sandpiper,XC,Paul Driver,6.218,1,3
solsan,/scratch/pdoshi/audio_comp/birdclef_audio/solsan_0659.wav,659,Solitary Sandpiper,iNat,Rich Russell,71.278,14,4
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0660.wav,660,Southern Lapwing,iNat,Unknown,11.55,2,0
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0661.wav,661,Southern Lapwing,iNat,Jashira,12.37,2,1
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0662.wav,662,Southern Lapwing,XC,Fernando Castro,12.59,2,2
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0663.wav,663,Southern Lapwing,XC,Gabriel Morales,25.018,5,3
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0664.wav,664,Southern Lapwing,XC,GABRIEL LEITE,7.838,1,4
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0665.wav,665,Southern Lapwing,XC,JAYRSON ARAUJO DE OLIVEIRA,4.29,1,0
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0666.wav,666,Southern Lapwing,XC,JAYRSON ARAUJO DE OLIVEIRA,23.93,4,1
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0667.wav,667,Southern Lapwing,XC,Antonio Silveira,55.362,11,2
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0668.wav,668,Southern Lapwing,XC,JAYRSON ARAUJO DE OLIVEIRA,19.182,3,3
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0669.wav,669,Southern Lapwing,XC,Mauricio Cuellar Ramirez (@Birding.travel),9.93,1,4
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0670.wav,670,Southern Lapwing,iNat,Geografiaargentina,14.346,2,0
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0671.wav,671,Southern Lapwing,iNat,Pablo H Capovilla,9.482,1,1
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0672.wav,672,Southern Lapwing,iNat,Alejandro Luy,25.878,5,2
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0673.wav,673,Southern Lapwing,XC,Daniel Blamires,13.872,2,3
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0674.wav,674,Southern Lapwing,iNat,Nelson Wisnik,40.844,8,4
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0675.wav,675,Southern Lapwing,XC,Bobby Wilcox,24.466,4,0
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0676.wav,676,Southern Lapwing,iNat,NataliaR,25.778,5,1
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0677.wav,677,Southern Lapwing,XC,Felipe N. Moreno-Gómez,17.458,3,2
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0678.wav,678,Southern Lapwing,iNat,Yby Naturalista,7.886,1,3
soulap1,/scratch/pdoshi/audio_comp/birdclef_audio/soulap1_0679.wav,679,Southern Lapwing,XC,Albert Lastukhin,13.3,2,4
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0680.wav,680,Spectacled Owl,iNat,Diego Carús,4.902,1,0
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0681.wav,681,Spectacled Owl,XC,Urias Edgardo Gonzalez Carreño,200.23,40,1
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0682.wav,682,Spectacled Owl,XC,OSWALDO RAMOS,209.976,41,2
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0683.wav,683,Spectacled Owl,XC,Ciro Albano,232.91,46,3
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0684.wav,684,Spectacled Owl,XC,Carlos Delgado JUMABITA,58.328,11,4
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0685.wav,685,Spectacled Owl,XC,José María Loaiza B.,40.702,8,0
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0686.wav,686,Spectacled Owl,iNat,Mario Montero-Guzmán,34.642,6,1
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0687.wav,687,Spectacled Owl,XC,Rafael Martos Martins,30.81,6,2
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0688.wav,688,Spectacled Owl,iNat,Moses Michelsohn,15.64,3,3
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0689.wav,689,Spectacled Owl,XC,Jacob Wijpkema,42.058,8,4
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0690.wav,690,Spectacled Owl,XC,Olaf Jahn,20.594,4,0
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0691.wav,691,Spectacled Owl,XC,Nunes D´Acosta,3.622,1,1
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0692.wav,692,Spectacled Owl,XC,Eduardo Patrial,32.062,6,2
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0693.wav,693,Spectacled Owl,XC,Leonardo Ordóñez-Delgado,68.55,13,3
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0694.wav,694,Spectacled Owl,XC,Ross Gallardy,57.61,11,4
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0695.wav,695,Spectacled Owl,XC,Dante Buzzetti,491.282,98,0
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0696.wav,696,Spectacled Owl,XC,Dante Buzzetti,22.17,4,1
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0697.wav,697,Spectacled Owl,XC,Alberto Madroño,4.674,1,2
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0698.wav,698,Spectacled Owl,XC,Nunes D´Acosta,3.094,1,3
speowl1,/scratch/pdoshi/audio_comp/birdclef_audio/speowl1_0699.wav,699,Spectacled Owl,XC,Bernabe Lopez-Lanus,43.442,8,4
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0700.wav,700,Straight-billed Woodcreeper,XC,JAYRSON ARAUJO DE OLIVEIRA,6.742,1,0
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0701.wav,701,Straight-billed Woodcreeper,XC,Jerome Fischer,18.21,3,1
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0702.wav,702,Straight-billed Woodcreeper,XC,Albert Lastukhin,10.506,2,2
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0703.wav,703,Straight-billed Woodcreeper,XC,Dante Buzzetti,75.18,15,3
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0704.wav,704,Straight-billed Woodcreeper,XC,Joserley Carlos,27.116,5,4
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0705.wav,705,Straight-billed Woodcreeper,XC,Andres Angulo ,14.67,2,0
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0706.wav,706,Straight-billed Woodcreeper,XC,Fernando Igor de Godoy,40.062,8,1
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0707.wav,707,Straight-billed Woodcreeper,XC,Jerome Fischer,5.91,1,2
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0708.wav,708,Straight-billed Woodcreeper,XC,GABRIEL LEITE,14.438,2,3
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0709.wav,709,Straight-billed Woodcreeper,XC,Richard E. Webster,87.986,17,4
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0710.wav,710,Straight-billed Woodcreeper,XC,JAYRSON ARAUJO DE OLIVEIRA,27.366,5,0
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0711.wav,711,Straight-billed Woodcreeper,XC,Michel Giraud-Audine,54.542,10,1
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0712.wav,712,Straight-billed Woodcreeper,XC,Dante Buzzetti,8.326,1,2
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0713.wav,713,Straight-billed Woodcreeper,XC,Andres Angulo,15.596,3,3
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0714.wav,714,Straight-billed Woodcreeper,XC,Jeremy Minns,24.562,4,4
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0715.wav,715,Straight-billed Woodcreeper,XC,João Antônio de B. Vitto,12.016,2,0
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0716.wav,716,Straight-billed Woodcreeper,XC,JAYRSON ARAUJO DE OLIVEIRA,57.202,11,1
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0717.wav,717,Straight-billed Woodcreeper,XC,Oswaldo Cortes,49.958,9,2
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0718.wav,718,Straight-billed Woodcreeper,XC,JAYRSON ARAUJO DE OLIVEIRA,3.942,1,3
stbwoo2,/scratch/pdoshi/audio_comp/birdclef_audio/stbwoo2_0719.wav,719,Straight-billed Woodcreeper,XC,David Bradley y Sandra Valderrama,4.058,1,4
strcuc1,/scratch/pdoshi/audio_comp/birdclef_audio/strcuc1_0720.wav,720,Striped Cuckoo,XC,Andres Angulo ,32.306,6,0
strcuc1,/scratch/pdoshi/audio_comp/birdclef_audio/strcuc1_0721.wav,721,Striped Cuckoo,XC,Aves del NEA,39.734,7,1
strcuc1,/scratch/pdoshi/audio_comp/birdclef_audio/strcuc1_0722.wav,722,Striped Cuckoo,iNat,Victor,26.65,5,2
strcuc1,/scratch/pdoshi/audio_comp/birdclef_audio/strcuc1_0723.wav,723,Striped Cuckoo,XC,Jeisson Poveda,78.394,15,3
